hab_lbl,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Mag from Planet,S. Size from Planet (deg),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable
0,2,2,3,2,18.2179136691,8.48,1.9,1.23,2.34,2.11,231.1254,231.1255,231.1255,993.4,993.4,993.4,1037.4,1037.4,1037.4,10.4,-24.52,3.62,5.93,0.065,0,0.07,86.8916666667,0,0.97,0.93,5956,0.976505,-0.091,4.1862139785,13.7474471831,-32.7,7.6304,0.734,1.721,-2.35,-0.14,-0.43,0.29,0.27,0
0,2,2,3,2,18.2179136691,9.51,1.96,1.26,2.47,2.2,88.57188,88.57189,88.57191,781.6,781.6,781.6,826.2,826.2,826.2,12,-23.53,3.73,12.25,0.105,0,0.1,86.8916666667,0,0.97,0.93,5956,0.976505,-0.091,4.1862139785,13.7474471831,-31.6,4.7214,0.734,1.721,-2.27,-0.14,-0.21,0.3,0.27,0
0,2,2,3,2,18.2179136691,7.56,1.85,1.2,2.21,2.02,218.9228,218.9228,218.9229,980,980,980,1023.4,1023.4,1023.4,9,-24.39,3.51,11.19,0.104,0,0.1,86.8916666667,0,1.03,1.33,6215,2.367869,-0.308,4.1862139785,13.8,-32.6,6.8192,1.125,2.623,-2.36,-0.14,-0.48,0.29,0.27,0
0,2,3,2,2,18.2179136691,15.26,2.8,0.7,1.95,2.33,78.18585,78.18587,78.18588,757.6,757.6,757.6,801.7,801.7,801.7,10.6,-24.18,5.32,26.14,0.174,0,0.17,86.8916666667,0,1.03,1.33,6215,2.367869,-0.308,4.1862139785,13.8,-31.5,4.0737,1.125,2.623,-2.27,0.81,-0.09,0.29,0.23,0
0,2,4,3,3,18.2179136691,0.53,0.86,0.83,0.72,0.79,55.75179,55.75179,55.7518,696.2,696.2,696.2,726.7,726.7,726.7,0.4,-21.24,1.64,10.06,0.085,0,0.09,86.8916666667,0,0.79,0.78,5212,0.402807,-0.175,4.1862139785,13.7474471831,-31.1,4.8918,0.492,1.18,-2.18,-0.18,-1.15,0.29,0.32,0
0,2,4,3,2,18.2179136691,1.81,1.24,0.94,1.17,1.21,28.92894,28.92895,28.92895,590.9,590.9,590.9,627.1,627.1,627.1,1.7,-21.32,2.36,16.33,0.118,0,0.12,86.8916666667,0,0.79,0.78,5212,0.402807,-0.175,4.1862139785,13.7474471831,-30.4,3.5232,0.492,1.18,-2.09,-0.16,-0.77,0.31,0.34,0
0,2,4,3,3,18.2179136691,0.58,0.88,0.84,0.74,0.81,20.01168,20.01169,20.01169,538.8,538.8,538.8,569.8,569.8,569.8,0.5,-20.18,1.68,5.8,0.051,0,0.05,86.8916666667,0,0.54,0.5,3903,0.05205,-0.194,4.1862139785,13.7474471831,-30,5.2265,0.185,0.472,-1.94,-0.18,-1.05,0.31,0.36,0
0,2,4,3,2,18.2179136691,2.58,1.38,0.99,1.36,1.37,12.31962,12.31962,12.31962,477.3,477.3,477.3,515.3,515.3,515.3,2.5,-20.61,2.62,8.41,0.065,0,0.07,86.8916666667,0,0.54,0.5,3903,0.05205,-0.194,4.1862139785,13.7474471831,-29.5,4.1002,0.185,0.472,-1.84,-0.16,-0.52,0.34,0.39,0
0,2,2,3,2,18.2179136691,7.38,1.84,1.19,2.19,2,64.46387,64.46387,64.46388,721.9,721.9,721.9,765.2,765.2,765.2,8.8,-23.05,3.49,5.48,0.054,0,0.05,86.8916666667,0,0.65,0.67,4648,0.187977,-0.036,4.1862139785,13.7474471831,-31.3,6.6158,0.345,0.846,-2.16,-0.14,-0.29,0.31,0.28,0
0,2,4,3,2,18.2179136691,2.17,1.31,0.96,1.26,1.29,14.21373,14.21374,14.21374,494.7,494.7,494.7,531.8,531.8,531.8,2.1,-20.66,2.49,16.93,0.115,0,0.12,86.8916666667,0,0.65,0.67,4648,0.187977,-0.036,4.1862139785,13.7474471831,-29.6,3.1052,0.345,0.846,-1.92,-0.16,-0.61,0.33,0.38,0
0,2,4,3,2,18.2179136691,1.81,1.24,0.94,1.17,1.21,8.81857,8.818572,8.818572,439,439,439,475.3,475.3,475.3,1.7,-20.02,2.36,24.21,0.146,0,0.15,86.8916666667,0,0.65,0.67,4648,0.187977,-0.036,4.1862139785,13.7474471831,-29.1,2.4458,0.345,0.846,-1.79,-0.16,-0.62,0.34,0.43,0
0,2,4,3,2,18.2179136691,3.14,1.46,1.02,1.48,1.47,144.3892,144.3893,144.3893,883.1,883.1,883.1,922.1,922.1,922.1,3.2,-23.42,2.77,11.03,0.102,0,0.1,86.8916666667,0,1.05,1.07,6184,1.502226,-0.051,4.1862139785,13.7474471831,-32.2,5.5926,0.897,2.094,-2.33,-0.16,-0.77,0.29,0.29,0
0,2,2,3,2,18.2179136691,4.09,1.57,1.06,1.66,1.62,691.0911,691.0911,691.0912,1306.3,1306.3,1306.3,1346.5,1346.5,1346.5,4.3,-25.29,2.98,4.61,0.057,0,0.06,86.8916666667,0,0.97,1.33,6133,2.245355,-0.325,4.1862139785,13.7474471831,-33.9,12.4592,1.101,2.571,-2.42,-0.15,-0.87,0.28,0.28,0
0,2,2,3,2,18.2179136691,6.88,1.8,1.17,2.12,1.95,169.7811,169.7811,169.7811,919.6,919.6,919.6,962.6,962.6,962.6,8.1,-24.06,3.43,13.12,0.115,0,0.12,86.8916666667,0,0.97,1.33,6133,2.245355,-0.325,4.1862139785,13.7474471831,-32.3,6.1663,1.101,2.571,-2.34,-0.14,-0.48,0.29,0.27,0
0,2,2,3,2,18.2179136691,7.38,1.84,1.19,2.19,2,100.1631,100.1631,100.1631,806,806,806,849.3,849.3,849.3,8.8,-23.53,3.49,6.48,0.063,0,0.06,86.8916666667,0,0.78,0.83,5036,0.397547,0.051,4.1862139785,13.7474471831,-31.8,7.0254,0.493,1.19,-2.23,-0.14,-0.36,0.31,0.28,0
0,2,2,3,2,18.2179136691,4.89,1.65,1.1,1.8,1.72,699.0027,699.0028,699.0029,1310,1310,1310,1351.2,1351.2,1351.2,5.4,-25.41,3.13,3.29,0.044,0,0.04,86.8916666667,0,0.95,1.06,6053,1.353269,-0.12,4.1862139785,13.7474471831,-33.9,12.8654,0.859,2.009,-2.42,-0.15,-0.81,0.28,0.27,0
0,2,2,3,2,18.2179136691,12.42,2.09,1.35,2.83,2.43,240.5812,240.5812,240.5813,1003.4,1003.4,1003.4,1049.4,1049.4,1049.4,16.8,-24.77,3.98,7.19,0.075,0,0.07,86.8916666667,0,0.95,1.06,6053,1.353269,-0.12,4.1862139785,13.7474471831,-32.7,7.5373,0.859,2.009,-2.36,-0.13,-0.24,0.3,0.26,0
0,2,4,3,2,18.2179136691,3.05,1.44,1.01,1.46,1.45,315.4726,315.4726,315.4726,1073.7,1073.7,1073.7,1112.5,1112.5,1112.5,3.1,-24.25,2.75,8.49,0.086,0,0.09,86.8916666667,0,1.07,1.34,6169,2.333235,-0.137,4.1862139785,13.7474471831,-33,8.3109,1.119,2.613,-2.38,-0.16,-0.87,0.28,0.29,0
0,2,4,3,3,18.2179136691,0.58,0.88,0.84,0.74,0.81,68.96526,68.96526,68.96526,734.2,734.2,734.2,765.1,765.1,765.1,0.5,-21.53,1.68,10.33,0.087,0,0.09,86.8916666667,0,0.77,0.72,5788,0.521998,-0.718,4.1862139785,13.7474471831,-31.3,4.4114,0.542,1.276,-2.24,-0.18,-1.15,0.28,0.31,0
0,2,4,3,2,18.2179136691,3.05,1.44,1.01,1.46,1.45,12.18227,12.18227,12.18227,476,476,476,514.8,514.8,514.8,3.1,-20.7,2.75,37.87,0.207,0,0.21,86.8916666667,0,0.77,0.72,5788,0.521998,-0.718,4.1862139785,13.7474471831,-29.5,1.8537,0.542,1.276,-1.91,-0.16,-0.44,0.34,0.39,0
0,2,4,3,3,18.2179136691,1.4,1.15,0.91,1.05,1.1,845.9781,845.9782,845.9783,1374,1374,1374,1409,1409,1409,1.3,-24.84,2.19,3.61,0.048,0,0.05,86.8916666667,0,1.23,1.49,5593,1.949134,0.299,4.1862139785,13.7474471831,-34.1,16.6006,1.059,2.509,-2.4,-0.17,-1.15,0.27,0.29,0
0,2,2,3,2,18.2179136691,5.4,1.69,1.12,1.89,1.79,312.311,312.3111,312.3112,1071,1071,1071,1112.7,1112.7,1112.7,6,-24.59,3.21,7.54,0.079,0,0.08,86.8916666667,0,1.23,1.49,5593,1.949134,0.299,4.1862139785,13.7474471831,-33,10.0641,1.059,2.509,-2.35,-0.15,-0.67,0.29,0.27,0
0,2,2,3,2,18.2179136691,11.37,2.05,1.32,2.71,2.36,170.2449,170.2449,170.2449,920.3,920.3,920.3,965.9,965.9,965.9,15,-24.34,3.9,11.93,0.107,0,0.11,86.8916666667,0,1.23,1.49,5593,1.949134,0.299,4.1862139785,13.7474471831,-32.3,7.4262,1.059,2.509,-2.31,-0.13,-0.23,0.3,0.26,0
0,2,4,3,2,18.2179136691,3.88,1.55,1.05,1.63,1.59,64.5752,64.57522,64.57523,722.2,722.2,722.2,762.2,762.2,762.2,4.1,-22.67,2.94,25.75,0.178,0,0.18,86.8916666667,0,1.2,1.28,6108,2.046001,-0.026,4.1862139785,13.7474471831,-31.3,3.8329,1.052,2.459,-2.24,-0.15,-0.59,0.3,0.3,0
0,2,2,3,2,18.2179136691,13.85,2.15,1.39,2.99,2.54,21.01826,21.01826,21.01826,545.5,545.5,545.5,592.2,592.2,592.2,19.3,-22.17,4.09,59.98,0.312,0,0.31,86.8916666667,0,1.2,1.28,6108,2.046001,-0.026,4.1862139785,13.7474471831,-30.1,2.1865,1.052,2.459,-2.05,-0.13,0.37,0.32,0.31,0
0,2,2,3,2,18.2179136691,11.12,2.04,1.31,2.68,2.34,134.5526,134.5526,134.5527,867.7,867.7,867.7,913.2,913.2,913.2,14.6,-24.08,3.87,10.66,0.098,0,0.1,86.8916666667,0,0.99,1.05,6012,1.292244,-0.046,4.1862139785,13.7474471831,-32.1,5.7122,0.841,1.97,-2.32,-0.13,-0.2,0.3,0.26,0
0,2,2,3,2,18.2179136691,4.77,1.64,1.09,1.78,1.71,68.84988,68.8499,68.84991,733.9,733.9,733.9,774.9,774.9,774.9,5.2,-22.86,3.11,17.78,0.137,0,0.14,86.8916666667,0,0.99,1.05,6012,1.292244,-0.046,4.1862139785,13.7474471831,-31.3,4.0853,0.841,1.97,-2.25,-0.15,-0.51,0.3,0.29,0
0,2,4,3,2,18.2179136691,3.14,1.46,1.02,1.48,1.47,725.9891,725.9891,725.9893,1322.4,1322.4,1322.4,1361.4,1361.4,1361.4,3.2,-25.18,2.77,3.28,0.045,0,0.04,86.8916666667,0,1.05,1.05,6209,1.470128,-0.081,4.1862139785,13.7474471831,-33.9,12.4592,0.886,2.068,-2.42,-0.16,-0.95,0.28,0.28,0
0,2,2,3,2,18.2179136691,6.72,1.79,1.17,2.09,1.94,121.4982,121.4982,121.4982,845.8,845.8,845.8,888.7,888.7,888.7,7.8,-23.68,3.41,12.52,0.11,0,0.11,86.8916666667,0,1.05,1.05,6209,1.470128,-0.081,4.1862139785,13.7474471831,-32,5.0886,0.886,2.068,-2.31,-0.14,-0.44,0.3,0.28,0
0,2,4,3,2,18.2179136691,2.1,1.3,0.96,1.25,1.27,5.203308,5.203308,5.203308,384.8,384.8,384.8,421.8,421.8,421.8,2,-19.54,2.47,37.82,0.201,0,0.2,86.8916666667,0,0.75,0.69,4710,0.210219,0.247,4.1862139785,13.7474471831,-28.5,1.8295,0.364,0.89,-1.62,-0.16,-0.48,0.37,0.51,0
0,2,4,3,2,18.2179136691,1.59,1.2,0.93,1.11,1.15,3.284207,3.284207,3.284208,343,343,343,378.6,378.6,378.6,1.5,-18.87,2.28,53.58,0.253,0,0.25,86.8916666667,0,0.75,0.69,4710,0.210219,0.247,4.1862139785,13.7474471831,-28,1.4534,0.364,0.89,-1.42,-0.17,-0.53,0.4,0.62,0
0,2,4,3,2,18.2179136691,1.31,1.13,0.91,1.02,1.08,36.61884,36.61884,36.61885,626.7,626.7,626.7,661.4,661.4,661.4,1.2,-21.37,2.15,2.73,0.03,0,0.03,86.8916666667,0,0.54,0.47,3591,0.032957,0.207,4.1862139785,13.7474471831,-30.7,8.3564,0.148,0.383,-2.01,-0.17,-0.9,0.31,0.33,0
0,2,4,3,2,18.2179136691,2.81,1.41,1,1.41,1.41,3.72985,3.72985,3.729851,354.1,354.1,354.1,392.5,392.5,392.5,2.8,-19.36,2.68,14.87,0.094,0,0.09,86.8916666667,0,0.54,0.47,3591,0.032957,0.207,4.1862139785,13.7474471831,-28.2,2.6648,0.148,0.383,-1.46,-0.16,-0.28,0.4,0.57,0
0,2,2,3,2,18.2179136691,4.31,1.59,1.07,1.7,1.65,292.2838,292.2838,292.2838,1053.4,1053.4,1053.4,1094,1094,1094,4.6,-24.38,3.02,4.58,0.054,0,0.05,86.8916666667,0,0.94,0.9,5852,0.852299,-0.124,4.1862139785,13.7474471831,-32.9,8.8909,0.69,1.622,-2.36,-0.15,-0.75,0.29,0.28,0
0,2,2,3,2,18.2179136691,8.48,1.9,1.23,2.34,2.11,43.48466,43.48466,43.48467,654.2,654.2,654.2,698.3,698.3,698.3,10.4,-22.69,3.62,19.02,0.14,0,0.14,86.8916666667,0,0.94,0.9,5852,0.852299,-0.124,4.1862139785,13.7474471831,-30.8,3.4264,0.69,1.622,-2.18,-0.14,-0.13,0.31,0.29,0
0,2,2,3,2,18.2179136691,8.29,1.89,1.22,2.31,2.09,22.65721,22.65722,22.65722,555.8,555.8,555.8,599.7,599.7,599.7,10.1,-21.97,3.6,34.76,0.2,0,0.2,86.8916666667,0,0.94,0.99,5666,0.906289,-0.223,4.1862139785,13.7474471831,-30.1,2.6382,0.719,1.7,-2.06,-0.14,-0.01,0.33,0.32,0
0,2,2,3,2,18.2179136691,6.56,1.78,1.16,2.07,1.92,9.250769,9.250771,9.250771,444.3,444.3,444.3,487,487,487,7.6,-20.86,3.38,67.97,0.313,0,0.31,86.8916666667,0,0.94,0.99,5666,0.906289,-0.223,4.1862139785,13.7474471831,-29.2,1.6856,0.719,1.7,-1.83,-0.14,0.03,0.35,0.4,0
0,2,4,3,2,18.2179136691,2.44,1.36,0.98,1.33,1.34,372.078,372.078,372.0781,1118.9,1118.9,1118.9,1156.6,1156.6,1156.6,2.4,-24.29,2.58,6.85,0.075,0,0.07,86.8916666667,0,1.15,1.14,6509,2.092939,-0.137,4.1862139785,13.7474471831,-33.2,8.1071,1.039,2.411,-2.4,-0.16,-0.95,0.28,0.29,0
0,2,2,3,2,18.2179136691,12.15,2.08,1.34,2.8,2.41,88.25007,88.25008,88.2501,780.9,780.9,780.9,826.8,826.8,826.8,16.3,-23.66,3.96,20.05,0.154,0,0.15,86.8916666667,0,1.15,1.14,6509,2.092939,-0.137,4.1862139785,13.7474471831,-31.6,3.9457,1.039,2.411,-2.29,-0.13,-0.06,0.3,0.27,0
0,2,2,3,2,18.2179136691,5.4,1.69,1.12,1.89,1.79,51.80414,51.80414,51.80414,683.5,683.5,683.5,725.2,725.2,725.2,6,-22.63,3.21,30.09,0.201,0,0.2,86.8916666667,0,1.15,1.14,6509,2.092939,-0.137,4.1862139785,13.7474471831,-31,3.0229,1.039,2.411,-2.22,-0.15,-0.41,0.31,0.3,0
0,2,4,3,2,18.2179136691,2.44,1.36,0.98,1.33,1.34,197.224,197.224,197.224,954.7,954.7,954.7,992.5,992.5,992.5,2.4,-23.6,2.58,5.54,0.06,0,0.06,86.8916666667,0,0.87,0.84,5787,0.710006,-0.272,4.1862139785,13.7474471831,-32.5,7.4661,0.632,1.489,-2.34,-0.16,-0.89,0.29,0.29,0
0,2,4,3,2,18.2179136691,1.81,1.24,0.94,1.17,1.21,44.72198,44.72199,44.722,658.8,658.8,658.8,695.1,695.1,695.1,1.7,-21.79,2.36,16.73,0.126,0,0.13,86.8916666667,0,0.87,0.84,5787,0.710006,-0.272,4.1862139785,13.7474471831,-30.9,3.5533,0.632,1.489,-2.18,-0.16,-0.82,0.3,0.32,0
0,2,4,3,3,18.2179136691,0.96,1.03,0.88,0.9,0.96,1127.482,1127.482,1127.482,1476.3,1476.3,1476.3,1509.5,1509.5,1509.5,0.8,-24.91,1.96,1.9,0.029,0,0.03,86.8916666667,0,0.84,0.91,5977,0.948212,-0.441,4.1862139785,13.7474471831,-34.4,16.7825,0.722,1.693,-2.43,-0.17,-1.24,0.27,0.29,0
0,2,4,3,3,18.2179136691,1.18,1.1,0.9,0.98,1.04,537.5353,537.5354,537.5355,1226.7,1226.7,1226.7,1261,1261,1261,1.1,-24.24,2.09,3.28,0.042,0,0.04,86.8916666667,0,0.84,0.91,5977,0.948212,-0.441,4.1862139785,13.7474471831,-33.6,11.5661,0.722,1.693,-2.4,-0.17,-1.16,0.27,0.29,0
0,2,4,3,2,18.2179136691,2.17,1.31,0.96,1.26,1.29,302.3637,302.3637,302.3637,1062.4,1062.4,1062.4,1099.5,1099.5,1099.5,2.1,-23.99,2.49,5.03,0.056,0,0.06,86.8916666667,0,0.84,0.91,5977,0.948212,-0.441,4.1862139785,13.7474471831,-33,8.6681,0.722,1.693,-2.37,-0.16,-0.97,0.28,0.29,0
0,2,4,3,2,18.2179136691,3.05,1.44,1.01,1.46,1.45,71.49694,71.49696,71.49696,740.8,740.8,740.8,779.7,779.7,779.7,3.1,-22.63,2.75,12.13,0.101,0,0.1,86.8916666667,0,0.89,0.84,5826,0.72934,-0.197,4.1862139785,13.7474471831,-31.4,4.4333,0.639,1.504,-2.24,-0.16,-0.7,0.3,0.3,0
0,2,4,3,3,18.2179136691,1.07,1.06,0.89,0.94,1,465.9209,465.9209,465.921,1183.6,1183.6,1183.6,1217.4,1217.4,1217.4,0.9,-24.01,2.02,4.92,0.057,0,0.06,86.8916666667,0,1.05,1.18,5900,1.513777,-0.151,4.1862139785,13.7474471831,-33.4,11.0494,0.917,2.153,-2.39,-0.17,-1.17,0.27,0.3,0
0,2,2,3,2,18.2179136691,6.72,1.79,1.17,2.09,1.94,114.4633,114.4633,114.4633,833.3,833.3,833.3,876.1,876.1,876.1,7.8,-23.62,3.41,14.17,0.115,0,0.12,86.8916666667,0,1.05,1.18,5900,1.513777,-0.151,4.1862139785,13.7474471831,-31.9,5.4703,0.917,2.153,-2.3,-0.14,-0.43,0.3,0.28,0
0,2,4,3,2,18.2179136691,2.65,1.39,0.99,1.38,1.38,140.7772,140.7772,140.7773,877.6,877.6,877.6,915.7,915.7,915.7,2.6,-23.29,2.64,12.51,0.109,0,0.11,86.8916666667,0,0.88,1.22,5949,1.672574,-0.497,4.1862139785,13.7474471831,-32.1,5.9674,0.961,2.253,-2.32,-0.16,-0.83,0.29,0.29,0
0,2,2,3,2,18.2179136691,11.62,2.06,1.33,2.74,2.37,50.49432,50.49433,50.49433,679.1,679.1,679.1,724.8,724.8,724.8,15.4,-23.03,3.92,27.01,0.182,0,0.18,86.8916666667,0,0.88,1.22,5949,1.672574,-0.497,4.1862139785,13.7474471831,-31,3.5729,0.961,2.253,-2.2,-0.13,0.03,0.31,0.28,0
0,2,6,3,3,18.2179136691,0.34,0.75,0.81,0.61,0.67,15.15374,15.15374,15.15374,502.7,502.7,502.7,531.1,531.1,531.1,0.3,-19.51,1.43,16.09,0.112,0,0.11,86.8916666667,0,0.96,0.67,4661,0.190088,0.553,4.1862139785,13.7474471831,-29.7,3.1884,0.347,0.85,-1.93,-0.18,-1.15,0.31,0.37,0
0,2,6,3,3,18.2179136691,0.27,0.69,0.79,0.55,0.62,6.898261,6.898262,6.898262,412.9,412.9,412.9,440.2,440.2,440.2,0.2,-18.48,1.32,28.91,0.166,0,0.17,86.8916666667,0,0.96,0.67,4661,0.190088,0.553,4.1862139785,13.7474471831,-28.8,2.1511,0.347,0.85,-1.72,-0.18,-1.14,0.33,0.46,0
0,2,2,3,2,18.2179136691,5.02,1.66,1.1,1.83,1.74,89.51894,89.51894,89.51895,783.7,783.7,783.7,825,825,825,5.5,-23.18,3.15,20.1,0.152,0,0.15,86.8916666667,0,1.08,1.31,6054,2.068246,-0.045,4.1862139785,13.7474471831,-31.6,4.5941,1.061,2.484,-2.28,-0.15,-0.53,0.3,0.29,0
0,2,2,3,2,18.2179136691,17.93,2.28,1.5,3.43,2.8,19.46108,19.46108,19.46108,535.1,535.1,535.1,583.2,583.2,583.2,26.9,-22.21,4.34,62.78,0.326,0,0.33,86.8916666667,0,1.08,1.31,6054,2.068246,-0.045,4.1862139785,13.7474471831,-30,2.1416,1.061,2.484,-2.03,-0.12,0.61,0.32,0.3,0
0,2,4,3,3,18.2179136691,1.54,1.19,0.92,1.1,1.14,713.2713,713.2714,713.2715,1316.6,1316.6,1316.6,1352.1,1352.1,1352.1,1.4,-24.72,2.26,3.93,0.05,0,0.05,86.8916666667,0,1.05,1.22,6045,1.783179,-0.144,4.1862139785,13.7474471831,-33.9,13.0312,0.986,2.308,-2.42,-0.17,-1.12,0.27,0.29,0
0,2,4,3,2,18.2179136691,1.92,1.27,0.95,1.2,1.23,293.0931,293.0931,293.0931,1054.1,1054.1,1054.1,1090.7,1090.7,1090.7,1.8,-23.88,2.41,7.63,0.078,0,0.08,86.8916666667,0,1.05,1.22,6045,1.783179,-0.144,4.1862139785,13.7474471831,-32.9,8.3427,0.986,2.308,-2.37,-0.16,-1,0.28,0.29,0
0,2,4,3,3,18.2179136691,0.83,0.99,0.86,0.85,0.92,727.2211,727.2212,727.2214,1323,1323,1323,1355.6,1355.6,1355.6,0.7,-24.33,1.87,5.63,0.066,0,0.07,86.8916666667,0,1.34,1.57,6152,3.167776,-0.1280114286,4.1862139785,13.7474471831,-33.9,12.7029,1.306,3.049,-2.42,-0.17,-1.24,0.27,0.29,0
0,2,4,3,3,18.2179136691,1.27,1.12,0.9,1.01,1.06,231.4103,231.4103,231.4103,993.7,993.7,993.7,1028.2,1028.2,1028.2,1.1,-23.36,2.13,13.39,0.117,0,0.12,86.8916666667,0,1.34,1.57,6152,3.167776,-0.1280114286,4.1862139785,13.7474471831,-32.7,7.1557,1.306,3.049,-2.36,-0.17,-1.08,0.28,0.3,0
0,2,4,3,2,18.2179136691,2.23,1.32,0.97,1.28,1.3,257.7343,257.7344,257.7344,1020.8,1020.8,1020.8,1058.1,1058.1,1058.1,2.2,-23.84,2.51,5.26,0.055,0,0.06,86.8916666667,0,0.8,0.94,5600,0.779646,-0.314,4.1862139785,13.7474471831,-32.8,9.1176,0.67,1.586,-2.34,-0.16,-0.94,0.28,0.29,0
0,2,2,3,2,18.2179136691,4.31,1.59,1.07,1.7,1.65,82.86178,82.86178,82.86179,768.7,768.7,768.7,809.2,809.2,809.2,4.6,-23,3.02,12.16,0.097,0,0.1,86.8916666667,0,0.8,0.94,5600,0.779646,-0.314,4.1862139785,13.7474471831,-31.5,5.1661,0.67,1.586,-2.25,-0.15,-0.58,0.3,0.29,0
0,2,4,3,2,18.2179136691,2.23,1.32,0.97,1.28,1.3,21.9622,21.9622,21.9622,551.5,551.5,551.5,588.8,588.8,588.8,2.2,-21.15,2.51,12.9,0.095,0,0.1,86.8916666667,0,0.67,0.67,4710,0.198209,-0.157,4.1862139785,13.7474471831,-30.1,3.7591,0.353,0.864,-2.01,-0.16,-0.66,0.32,0.35,0
0,2,4,3,2,18.2179136691,1.81,1.24,0.94,1.17,1.21,6.699866,6.699866,6.699867,409.9,409.9,409.9,446.2,446.2,446.2,1.7,-19.72,2.36,31.2,0.172,0,0.17,86.8916666667,0,0.67,0.67,4710,0.198209,-0.157,4.1862139785,13.7474471831,-28.8,2.076,0.353,0.864,-1.71,-0.16,-0.58,0.36,0.47,0
0,2,4,3,2,18.2179136691,1.27,1.12,0.9,1.01,1.06,30.68558,30.68558,30.68559,599.6,599.6,599.6,634.2,634.2,634.2,1.1,-21.16,2.13,22.6,0.148,0,0.15,86.8916666667,0,0.76,0.88,5577,0.672137,-0.567,4.1862139785,13.7474471831,-30.5,3.1691,0.623,1.475,-2.11,-0.17,-0.89,0.3,0.34,0
0,2,4,3,2,18.2179136691,1.31,1.13,0.91,1.02,1.08,12.06796,12.06796,12.06796,474.8,474.8,474.8,509.6,509.6,509.6,1.2,-20.16,2.15,45.35,0.236,0,0.24,86.8916666667,0,0.76,0.88,5577,0.672137,-0.567,4.1862139785,13.7474471831,-29.4,1.9872,0.623,1.475,-1.91,-0.17,-0.77,0.33,0.4,0
0,2,4,3,2,18.2179136691,2.65,1.39,0.99,1.38,1.38,41.49321,41.49321,41.49322,646.6,646.6,646.6,684.7,684.7,684.7,2.6,-21.95,2.64,12.31,0.096,0,0.1,86.8916666667,0,0.74,0.77,5178,0.382401,-0.225,4.1862139785,13.7474471831,-30.8,4.2754,0.48,1.153,-2.14,-0.16,-0.68,0.31,0.32,0
0,2,2,3,2,18.2179136691,4.2,1.58,1.07,1.68,1.63,15.91681,15.91681,15.91682,508.9,508.9,508.9,549.3,549.3,549.3,4.5,-21.19,3,25.19,0.155,0,0.15,86.8916666667,0,0.74,0.77,5178,0.382401,-0.225,4.1862139785,13.7474471831,-29.7,2.6476,0.48,1.153,-1.97,-0.15,-0.33,0.33,0.36,0
0,2,4,3,3,18.2179136691,0.96,1.03,0.88,0.9,0.96,237.7703,237.7704,237.7704,1000.4,1000.4,1000.4,1033.7,1033.7,1033.7,0.8,-23.21,1.96,6.79,0.068,0,0.07,86.8916666667,0,1.03,1.05,5774,1.09945,-0.233,4.1862139785,13.7474471831,-32.7,8.2359,0.787,1.855,-2.35,-0.17,-1.14,0.28,0.3,0
0,2,4,3,3,18.2179136691,0.58,0.88,0.84,0.74,0.81,114.4783,114.4783,114.4784,833.3,833.3,833.3,864.3,864.3,864.3,0.5,-22.08,1.68,11.84,0.098,0,0.1,86.8916666667,0,1.03,1.05,5774,1.09945,-0.233,4.1862139785,13.7474471831,-31.9,5.7122,0.787,1.855,-2.29,-0.18,-1.19,0.28,0.3,0
0,2,6,3,3,18.2179136691,0.43,0.81,0.82,0.66,0.73,98.64307,98.64308,98.6431,802.9,802.9,802.9,832.4,832.4,832.4,0.4,-21.71,1.53,3.17,0.036,0,0.04,86.8916666667,0,0.59,0.59,4498,0.127841,-0.329,4.1862139785,13.7474471831,-31.7,8.7424,0.286,0.707,-2.19,-0.18,-1.23,0.28,0.3,0
0,2,4,3,3,18.2179136691,0.53,0.86,0.83,0.72,0.79,14.78107,14.78107,14.78107,499.5,499.5,499.5,530.1,530.1,530.1,0.4,-19.79,1.64,13.3,0.093,0,0.09,86.8916666667,0,0.59,0.59,4498,0.127841,-0.329,4.1862139785,13.7474471831,-29.7,3.3814,0.286,0.707,-1.92,-0.18,-1.05,0.31,0.38,0
0,2,4,3,2,18.2179136691,3.59,1.51,1.04,1.57,1.54,278.236,278.236,278.2361,1040.5,1040.5,1040.5,1080.1,1080.1,1080.1,3.7,-24.22,2.87,3.24,0.041,0,0.04,86.8916666667,0,0.78,0.79,5376,0.467715,-0.191,4.1862139785,13.7474471831,-32.9,10.2822,0.525,1.253,-2.33,-0.15,-0.81,0.29,0.28,0
